IDX,GR,MAB,MORF,CAT
40012035002,αγαθος,8,Adj/N-Sn-Ms,bon
40012035006,αγαθου,8,Adj/GA-Sn-Ms,(de) bon
40012035007,θησαυρου,2110,Sust/GA-Sn-Ms,(de) tresor
40012035012,πονηρος,3626,Adj/N-Sn-Ms,pervers/maligne (viciós)
40012035016,πονηρου,3626,Adj/GA-Sn-Ms,(de) pervers/maligne (viciós)
40012036005,παν,3405,Adj/N-Sn-Nt,tota
40012036006,ρημα,3894,Sust/N-Sn-Nt,declaració
40012036007,αργον,631,Adj/N-Sn-Nt,ociosa
40012036010,λαλησωσιν,2646,Verbo/A-Act-Sub-3-Pl,parlin
40012036013,αποδωσουσιν,541,Verbo/F-Act-Ind-3-Pl,lliuraran/tornaran/(pagaran deute)
40012037004,λογων,2709,Sust/GA-Pl-Ms,(de) paraules (logos)
40012037006,δικαιωθηση,1194,Verbo/F-Pas-Ind-2-Sn,seràs considerat just
40012037012,καταδικασθηση,2305,Verbo/F-Pas-Ind-2-Sn,seràs condemnat
40012038002,απεκριθησαν,561,Verbo/A-MedDep-Ind-3-Pl,van respondre
40012038010,θελομεν,2080,Verbo/Pre-Act-Ind-1-Pl,volem/preferim
40012038013,σημειον,3951,Sust/Ac-Sn-Nt,senyal
40012039006,γενεα,941,Sust/N-Sn-Fn,generació
40012039007,πονηρα,3626,Adj/N-Sn-Fn,perversa/maligna (viciosa)
40012039009,μοιχαλις,2919,Sust/N-Sn-Fn,adúltera
40012039013,σημειον,3951,Sust/N-Sn-Nt,senyal
40012039015,δοθησεται,1174,Verbo/F-Pas-Ind-3-Sn,serà donada/lliurada
40012039021,ιωνα,N270,Sust/GA-Sn-Ms,(de) Jonàs
40012040004,ιωνας,N270,Sust/N-Sn-Ms,Jonàs
40012040007,κοιλια,2517,Sust/LID-Sn-Fn,(en/amb/per a/a) cavitat/ventre
40012040009,κητους,2475,Sust/GA-Sn-Nt,(de) balena/gran peix
40012040010,τρεις,4441,Adj/Ac-Pl-Fn,tres
40012041001,ανδρες,399,Sust/N-Pl-Ms,barons/(esposos)/(homes)
40012041002,νινευιται,N401,Sust/N-Pl-Ms,ninivites
40012041003,αναστησονται,412,Verbo/F-Med-Ind-3-Pl,s'aixecaran
40012041009,γενεας,941,Sust/GA-Sn-Fn,(de) generació
40012041010,ταυτης,3231,Pro-Dem/GA-Sn-Fn,(d’) aquesta
40012041012,κατακρινουσιν,2326,Verbo/F-Act-Ind-3-Pl,condemnaran
40012041018,κηρυγμα,2472,Sust/Ac-Sn-Nt,predicació/proclamació
40012041022,πλειον,3619,Adj/N-Sn-Nt-Comp,(una mica) més/molt més (que)
40012042001,βασιλισσα,836,Sust/N-Sn-Fn,reina
40012042002,νοτου,3018,Sust/GA-Sn-Ms,(del) sud 
40012042003,εγερθησεται,1298,Verbo/F-Pas-Ind-3-Sn,serà aixecada
40012042012,κατακρινει,2326,Verbo/F-Act-Ind-3-Sn,condemnarà
40012042018,περατων,3453,Sust/GA-Pl-Nt,(de) límits
40012042021,ακουσαι,163,Verbo/A-Act-Inf,a sentir
40012042023,σοφιαν,4022,Sust/Ac-Sn-Fn,saviesa
40012042024,σολομωνος,N499,Sust/GA-Sn-Ms,(de) Salomó
40012043004,ακαθαρτον,143,Adj/N-Sn-Nt,immund/impur
40012043006,εξελθη,1650,Verbo/A2-Act-Sub-3-Sn,surti
40012043010,διερχεται,1180,Verbo/Pre-MedPasDep-Ind-3-Sn,travessant
40012043012,ανυδρων,459,Adj/GA-Pl-Ms,(d’) àrids
40012043013,τοπων,4428,Sust/GA-Pl-Ms,(de) llocs
40012043014,ζητουν,2002,Verbo/Pre-Act-Par-N-Sn-Nt,buscant
40012043015,αναπαυσιν,336,Sust/Ac-Sn-Fn,lloc de repòs
40012044003,επιστρεψω,1812,Verbo/F-Act-Ind-1-Sn,retornaré
40012044008,οθεν,3061,Adv,des d'on
40012044009,εξηλθον,1650,Verbo/A2-Act-Ind-1-Sn,vaig sortir
40012044011,ελθον,1874,Verbo/A2-Act-Par-N-Sn-Nt,havent vingut
40012044013,σχολαζοντα,4309,Verbo/Pre-Act-Par-Ac-Sn-Ms,desocupant
40012044014,σεσαρωμενον,3935,Verbo/Per-Pas-Par-Ac-Sn-Ms,ha estat escombrada
40012044016,κεκοσμημενον,2562,Verbo/Per-Pas-Par-Ac-Sn-Ms,ha estat adornada
40012045006,εαυτου,1287,,(de) si mateix
40012045007,επτα,1849,Adj/N-Ind,set
40012045008,ετερα,1890,Adj/Ac-Pl-Nt,altres diferents
40012045010,πονηροτερα,3626,Adj/Ac-Pl-Nt-Comp,pitjors/més dolents
40012045013,εισελθοντα,1363,Verbo/A2-Act-Par-N-Pl-Nt,havent entrat
40012045014,κατοικει,2421,Verbo/Pre-Act-Ind-3-Sn,habita/està habitant
40012045019,εσχατα,1881,Adj/N-Pl-Nt-Sup,finals
40012045022,εκεινου,1403,Pro-Dem/GA-Sn-Ms,(d’) aquell
40012045023,χειρονα,4763,Adj/N-Pl-Nt,pitjors
40012045025,πρωτων,3831,,primeres
40012045030,γενεα,941,Sust/LID-Sn-Fn,(en/amb/per a/a) generació
40012045033,πονηρα,3626,Adj/LID-Sn-Fn,(en/amb/per a/a) perversa/maligna (viciosa)
40012046001,ετι,1892,Adv,encara/si bé
40012046009,μητηρ,2885,Sust/N-Sn-Fn,mare
40012046012,αδελφοι,68,Sust/N-Pl-Ms,germans
40012046014,ειστηκεισαν,2197,Verbo/PP-Act-Ind-3-Pl,havien col·locat
40012046018,λαλησαι,2646,Verbo/A-Act-Inf,parlar
40012047014,εστηκασιν,2197,Verbo/Per-Act-Ind-3-Pl,han presentat/estat dempeus
40012048006,ειποντι,2663,Verbo/A2-Act-Par-LID-Sn-Ms,(en/amb/per/a) havent dit
40012048014,τινες,4413,Pro-Int/N-Pl-Ms,els qui
40012049002,εκτεινας,1455,Verbo/A-Act-Par-N-Sn-Ms,havent estès
40012050017,αδελφη,66,Sust/N-Sn-Fn,germana
40013001006,εξελθων,1650,Verbo/A2-Act-Par-N-Sn-Ms,sortint
40013001012,εκαθητο,2224,Verbo/I-MedPasDep-Ind-3-Sn,estava assegut
40013002002,συνηχθησαν,4200,Verbo/A-Pas-Ind-3-Pl,van ser reunides
40013002012,εμβαντα,1510,Verbo/A2-Act-Par-Ac-Sn-Ms,havent pujat/lloc (el peu) a
40013002013,καθησθαι,2224,Verbo/Pre-MedPasDep-Inf,estar assegut
40013002015,πας,3405,Adj/N-Sn-Ms,tota
40013002020,αιγιαλον,105,Sust/Ac-Sn-Ms,platja
40013002021,ειστηκει,2197,Verbo/PP-Act-Ind-3-Sn,havia col·locat
40013003004,πολλα,3619,Adj/Ac-Pl-Nt,moltes (coses)
40013003006,παραβολαις,3302,Sust/LID-Pl-Fn,(en/amb/per a/a) paràboles/proverbis/històries paral·leles
40013003011,σπειρων,4030,Verbo/Pre-Act-Par-N-Sn-Ms,sembrant
40013003013,σπειρειν,4030,Verbo/Pre-Act-Inf,sembrar/estar sembrant
40013004006,α,3193,Pro-Rel/N-Pl-Nt,quins/els qui
40013004017,κατεφαγεν,2408,Verbo/A2-Act-Ind-3-Sn,va menjar 
40013005001,αλλα,211,Adj/N-Pl-Nt,altres
40013005006,πετρωδη,3515,Adj/Ac-Pl-Nt,pedregosos
40013005011,πολλην,3619,Adj/Ac-Sn-Fn,molta
40013005014,εξανετειλεν,1636,Verbo/A-Act-Ind-3-Sn,va saltar cap amunt cap a fora
40013005018,εχειν,1989,Verbo/Pre-Act-Inf,tenir/estar tenint
40013005019,βαθος,810,Sust/Ac-Sn-Nt,profunditat
40013006001,ηλιου,2031,Sust/GA-Sn-Ms,(de) sol
40013006003,ανατειλαντος,358,Verbo/A-Act-Par-GA-Sn-Ms,havent sortit
40013006004,εκαυματισθη,2431,Verbo/A-Pas-Ind-3-Sn,va ser cremada
40013006011,εξηρανθη,3039,Verbo/A-Pas-Ind-3-Sn,va  ser assecada
40013007006,ακανθας,147,Sust/Ac-Pl-Fn,arços
40013007008,ανεβησαν,270,Verbo/A2-Act-Ind-3-Pl,van pujar
40013007010,ακανθαι,147,Sust/N-Pl-Fn,arços
40013007012,απεπνιξαν,583,Verbo/A-Act-Ind-3-Pl,van ofegar
40013008008,καλην,2266,Adj/Ac-Sn-Fn,bo/excel·lent/(convenient)
40013008010,εδιδου,1174,Verbo/I-Act-Ind-3-Sn,donava
40013008014,εκατον,1376,Adj/N-Ind,cent
40013008017,εξηκοντα,1654,Adj/N-Ind,seixanta
40013008020,τριακοντα,4446,Adj/N-Ind,trenta
40013010011,λαλεις,2646,Verbo/Pre-Act-Ind-2-Sn,parles/estàs parlant
40013010012,αυτοις,761,Pro-Per/LID-Pl-Ms,(en/amb/per a/a) ells?
40013011008,δεδοται,1174,Verbo/Per-Pas-Ind-3-Sn,ha estat donat
40013011009,γνωναι,962,Verbo/A2-Act-Inf,conèixer
40013011011,μυστηρια,2952,Sust/Ac-Pl-Nt,misteris
40013011016,εκεινοις,1403,Pro-Dem/LID-Pl-Ms,(en/amb/per a/a) aquells
40013012007,περισσευθησεται,3495,Verbo/F-Pas-Ind-3-Sn,serà fet excedir/(sobreabundar)
40013012015,αρθησεται,119,Verbo/F-Pas-Ind-3-Sn,serà aixecat/alçat
40013013006,λαλω,2646,Verbo/Pre-Act-Ind-1-Sn,parlo/estic parlant
40013013008,βλεποντες,876,Verbo/Pre-Act-Par-N-Pl-Ms,veient
40013013010,βλεπουσιν,876,Verbo/Pre-Act-Ind-3-Pl,veuen/veuen/estan veient
40013013012,ακουοντες,163,Verbo/Pre-Act-Par-N-Pl-Ms,escoltant/sentint
40013013016,συνιουσιν,4256,Verbo/Pre-Act-Ind-3-Pl,comprenen
40013014002,αναπληρουται,343,Verbo/Pre-Pas-Ind-3-Sn,és/està sent complerta
40013014005,προφητεια,3815,Sust/N-Sn-Fn,parla com a profeta/portaveu/intèrpret
40013014009,ακοη,161,Sust/LID-Sn-Fn,(en/amb/per a/a) sentit
40013014010,ακουσετε,163,Verbo/F-Act-Ind-2-Pl,sentireu
40013014014,συνητε,4256,Verbo/A2-Act-Sub-2-Pl,comprengueu
40013014017,βλεψετε,876,Verbo/F-Act-Ind-2-Pl,veuran
40013014021,ιδητε,3163,Verbo/A2-Act-Sub-2-Pl,mireu/observee/reconegueu/(vegeu)
40013015001,επαχυνθη,3419,Verbo/A-Pas-Ind-3-Sn,va ser engreixat/gruixut de greix
40013015007,τουτου,3231,Pro-Dem/GA-Sn-Ms,(d’) aquest
40013015010,ωσιν,3228,Sust/LID-Pl-Nt,(en/amb/per a/a) oïdes 
40013015011,βαρεως,823,Adv,pesadament
40013015012,ηκουσαν,163,Verbo/A-Act-Ind-3-Pl,van escoltar/sentir
40013015015,οφθαλμους,3241,Sust/Ac-Pl-Ms,ulls
40013015017,εκαμμυσαν,2272,Verbo/A-Act-Ind-3-Pl,van tancar
40013015021,οφθαλμοις,3241,Sust/LID-Pl-Ms,(en/amb/per a/a) ulls
40013015025,ακουσωσιν,163,Verbo/A-Act-Sub-3-Pl,escoltin/sentin
40013015029,συνωσιν,4256,Verbo/A2-Act-Sub-3-Pl,comprenguin
40013015031,επιστρεψωσιν,1812,Verbo/A-Act-Sub-3-Pl,es tornin/(converteixin)
40013015033,ιασομαι,2148,Verbo/F-MedDep-Ind-1-Sn,sani
40013016007,βλεπουσιν,876,Verbo/Pre-Act-Ind-3-Pl,veuen/estan veient
40013016010,ωτα,3228,Sust/N-Pl-Nt,oïdes 
40013017009,δικαιοι,1192,Adj/N-Pl-Ms,just/rectes
40013017010,επεθυμησαν,1753,Verbo/A-Act-Ind-3-Pl,van desitjar/anhelar
40013017013,βλεπετε,876,Verbo/Pre-Act-Ind-2-Pl,veien/esteu veient
40013017018,ακουσαι,163,Verbo/A-Act-Inf,sentir
40013018003,ακουσατε,163,Verbo/A-Act-Imp-2-Pl,escolteu/sentiu
40013018005,παραβολην,3302,Sust/Ac-Sn-Fn,paràbola/proverbi
40013018007,σπειροντος,4030,Verbo/Pre-Act-Par-GA-Sn-Ms,(de) sembrant
40013019001,παντος,3405,Adj/GA-Sn-Ms,(de) tot (qui)
40013019002,ακουοντος,163,Verbo/Pre-Act-Par-GA-Sn-Ms,escoltant/sentint
40013019009,συνιεντος,4256,Verbo/Pre-Act-Par-GA-Sn-Ms,comprenent
40013019014,αρπαζει,658,Verbo/Pre-Act-Ind-3-Sn,està arrabassant
40013019016,εσπαρμενον,4030,Verbo/Per-Pas-Par-Ac-Sn-Nt,ha estat sembrat
40013019027,σπαρεις,4030,Verbo/A2-Pas-Par-N-Sn-Ms,havent estat sembrat
40013020016,χαρας,4742,Sust/GA-Sn-Fn,(d’) alegria/(goig)
40013020017,λαμβανων,2648,Verbo/Pre-Act-Par-N-Sn-Ms,rebent
40013021006,εαυτω,1287,Pro-Ref/3-LID-Sn-Ms,(en/amb/per a/a) si mateix
40013021008,προσκαιρος,3762,Adj/N-Sn-Ms,temporal/(de curta durada)
40013021010,γενομενης,961,Verbo/A2-MedDep-Par-GA-Sn-Fn,havent succeït/esdevingut
40013021012,θλιψεως,2113,Sust/GA-Sn-Fn,(d’) aflicció
40013021014,διωγμου,1224,Sust/GA-Sn-Ms,(de) persecució
40013021019,σκανδαλιζεται,3976,Verbo/Pre-Pas-Ind-3-Sn,està escandalitzant
40013022015,μεριμνα,2814,Sust/N-Sn-Fn,ansietat
40013022017,αιωνος,140,Sust/GA-Sn-Ms,(d') edat
40013022018,τουτου,3231,Pro-Dem/GA-Sn-Ms,(d’) aquesta
40013022021,απατη,493,Sust/N-Sn-Fn,qualitat enganyosa
40013022023,πλουτου,3585,Sust/GA-Sn-Ms,(de) riquesa/(abundància)
40013022024,συμπνιγει,4182,Verbo/Pre-Act-Ind-3-Sn,ofeguen/estan ofegant junts
40013022028,ακαρπος,149,Adj/N-Sn-Ms,infructífer
40013023016,συνιων,4256,Verbo/Pre-Act-Par-N-Sn-Ms,comprenent
40013023018,δη,1063,Part-Dis,precisament/exactament
40013023019,καρποφορει,2282,Verbo/Pre-Act-Ind-3-Sn,porta/està portant fruit
40013024003,παρεθηκεν,3357,Verbo/A-Act-Ind-3-Sn,va col·locar
40013024006,ωμοιωθη,3124,Verbo/A-Pas-Ind-3-Sn,va ser semblant
40013024012,σπειροντι,4030,Verbo/Pre-Act-Par-LID-Sn-Ms,(en/amb/per a/a) sembrant
40013024014,σπερμα,4033,Sust/Ac-Sn-Nt,descendència/(llinatge)
40013024017,αγρω,57,Sust/LID-Sn-Ms,(en/amb/per a/a) camp
40013025004,καθευδειν,2221,Verbo/Pre-Act-Inf,dormir/estar dormint
40013025010,εχθρος,1987,Adj/N-Sn-Ms,enemic
40013025012,εσπειρεν,4030,Verbo/A-Act-Ind-3-Sn,va sobresembrar
40013025013,ζιζανια,2005,Sust/Ac-Pl-Nt,zitzània (aristada)
40013025014,ανα,268,Prep,per dalt/sobre/(entre)
40013025015,μεσον,2824,Adj/Ac-Sn-Nt,al mig
40013025017,σιτου,3974,Sust/GA-Sn-Ms,(de) blat
40013026003,εβλαστησεν,871,Verbo/A-Act-Ind-3-Sn,va brotar
40013026005,χορτος,4785,Sust/N-Sn-Ms,herba
40013026010,εφανη,4607,Verbo/A2-Pas-Ind-3-Sn,va ser apareguda
40013026013,ζιζανια,2005,Sust/N-Pl-Nt,zitzànies
40013027004,δουλοι,1249,Sust/N-Pl-Ms,esclaus
40013027006,οικοδεσποτου,3074,Sust/GA-Sn-Ms,(d’) amo/patró de casa/cap de família
40013027009,κυριε,2630,Sust/V-Sn-Ms,Amo/Sobirà
40013027013,εσπειρας,4030,Verbo/A-Act-Ind-2-Sn,vas sembrar
40013027016,σω,4020,Pro-Pos/2-LID-Sn-Ms,(en/amb/per a/a) teu
40013027017,αγρω,57,Sust/LID-Sn-Ms,(en/amb/per a/a) camp?
40013027018,ποθεν,3595,Adv/Ac-Int,d'on
40013027021,ζιζανια,2005,Sust/Ac-Pl-Nt,zitzànies (aristades)?
40013028014,θελεις,2080,Verbo/Pre-Act-Ind-2-Sn,estàs volent/ preferint
40013028016,απελθοντες,517,Verbo/A2-Act-Par-N-Pl-Ms,sortint/havent sortit
40013028017,συλλεξομεν,4153,Verbo/F-Act-Ind-1-Pl,ajuntarem
40013029006,συλλεγοντες,4153,Verbo/Pre-Act-Par-N-Pl-Ms,ajuntant
40013029008,ζιζανια,2005,Sust/Ac-Pl-Nt,zitzànies (aristades)
40013029009,εκριζωσητε,1451,Verbo/A-Act-Sub-2-Pl,desarreleu
40013029010,αμα,227,Adv,juntament amb
40013029011,αυτοις,761,Pro-Per/LID-Pl-Nt,(en/amb/per a/a) ells/elles
40013030001,αφετε,780,Verbo/A2-Act-Imp-2-Pl,deixeu 
40013030002,συναυξανεσθαι,4222,Verbo/Pre-Pas-Inf,créixer juntament
40013030003,αμφοτερα,263,Adj/Ac-Pl-Nt,tots dos
40013030012,ερω,2663,Verbo/F-Act-Ind-1-Sn,diré
40013030014,θερισταις,2096,Sust/LID-Pl-Ms,(en/amb/per a/a) segadors
40013030015,συλλεξατε,4153,Verbo/A-Act-Imp-2-Pl,ajuntin
40013030020,δησατε,1062,Verbo/A-Act-Imp-2-Pl,lligueu
40013030023,δεσμας,1050,Sust/Ac-Pl-Fn,fas
40013030026,κατακαυσαι,2312,Verbo/A-Act-Inf,cremar (totalment/per complet)
40013030031,συναγαγετε,4200,Verbo/A2-Act-Imp-2-Pl,reculliu/reuniu
40013031012,κοκκω,2529,Sust/LID-Sn-Ms,(en/amb/per a/a) gra
40013031013,σιναπεως,N493,Sust/GA-Sn-Nt,(de) mostassa
40013031015,λαβων,2648,Verbo/A2-Act-Par-N-Sn-Ms,prenent/prenent/havent pres
40013031017,εσπειρεν,4030,Verbo/A-Act-Ind-3-Sn,va sembrar
40013032002,μικροτερον,2895,Adj/N-Sn-Nt-Comp,més petita
40013032005,παντων,3405,Adj/GA-Pl-Nt,(de) totes
40013032007,σπερματων,4033,Sust/GA-Pl-Nt,descendències/(llinatges)
40013032010,αυξηθη,752,Verbo/A-Pas-Sub-3-Sn,sigui crescuda
40013032013,λαχανων,2661,Sust/GA-Pl-Nt,(de) llegums
40013032019,ελθειν,1874,Verbo/A2-Act-Inf,venir
40013032025,κατασκηνουν,2372,Verbo/Pre-Act-Inf,plantar botiga cap avall
40013032028,κλαδοις,2485,Sust/LID-Pl-Ms,(en/amb/per a/a) branques
40013033011,ζυμη,2008,Sust/LID-Sn-Fn,(en/amb/per a/a) llevat
40013033013,λαβουσα,2648,Verbo/A2-Act-Par-N-Sn-Fn,prenent/havent pres
40013033015,εκρυψεν,2599,Verbo/A-Act-Ind-3-Sn,va amagar
40013033017,αλευρου,191,Sust/GA-Sn-Nt,(de) farina
40013033018,σατα,N478,Sust/Ac-Pl-Nt,mesures de sigui
40013033019,τρια,4441,Adj/Ac-Pl-Nt,tres
40013033022,εζυμωθη,2009,Verbo/A-Pas-Ind-3-Sn,va ser llevada
40013033023,ολον,3109,Adj/Ac-Sn-Nt,sencera/tota/completa
40013034011,χωρις,4819,Adv,sense/a part de
40013034012,παραβολης,3302,Sust/GA-Sn-Fn,(de) paràbola/proverbi
40013034014,ελαλει,2646,Verbo/I-Act-Ind-3-Sn,parlava
40013035009,ανοιξω,415,Verbo/F-Act-Ind-1-Sn,obriré
40013035015,ερευξομαι,1859,Verbo/F-MedDep-Ind-1-Sn,proferiré
40013035016,κεκρυμμενα,2599,Verbo/Per-Pas-Par-Ac-Pl-Nt,han estat amagats
40013035018,καταβολης,2292,Sust/GA-Sn-Fn,(de) fundació
40013036002,αφεις,780,Verbo/A2-Act-Par-N-Sn-Ms,havent deixat anar
40013036018,φρασον,4687,Verbo/A-Act-Imp-2-Sn,explica
40013036023,ζιζανιων,2005,Sust/GA-Pl-Nt,(de) zitzànies
40013038003,αγρος,57,Sust/N-Sn-Ms,camp
40013038006,κοσμος,2566,Sust/N-Sn-Ms,món
40013038009,καλον,2266,Adj/N-Sn-Nt,bo/excel·lent/(convenient)
40013038010,σπερμα,4033,Sust/N-Sn-Nt,descendència/(llinatge)
40013038011,ουτοι,3231,Pro-Dem/N-Pl-Ms,aquests
40013039005,σπειρας,4030,Verbo/A-Act-Par-N-Sn-Ms,havent sembrat
40013039013,συντελεια,4268,Sust/N-Sn-Fn,finalitzar juntament
40013039019,θερισται,2096,Sust/N-Pl-Ms,segadors
40013040003,συλλεγεται,4153,Verbo/Pre-Pas-Ind-3-Sn,és/està sent ajuntada
40013040008,καιεται,2243,Verbo/Pre-Pas-Ind-3-Sn,és/està sent cremada
40013040013,συντελεια,4268,Sust/LID-Sn-Fn,(en/amb/per/a) finalitzar juntament
40013041001,αποστελει,593,Verbo/F-Act-Ind-3-Sn,enviarà com a apòstols/emissaris
40013041007,αγγελους,23,Sust/Ac-Pl-Ms,àngels/missatgers
40013041010,συλλεξουσιν,4153,Verbo/F-Act-Ind-3-Pl,ajuntaran
40013041015,παντα,3405,Adj/Ac-Pl-Nt,totes (coses)
40013041017,σκανδαλα,3977,Sust/Ac-Pl-Nt,causes d'escàndol
40013041020,ποιουντας,3596,Verbo/Pre-Act-Par-Ac-Pl-Ms,fent/(realitzant)
40013042002,βαλουσιν,815,Verbo/F-Act-Ind-3-Pl,faran fora / llançaran
40013042006,καμινον,2271,Sust/Ac-Sn-Fn,forn
40013043004,εκλαμψουσιν,1423,Verbo/F-Act-Ind-3-Pl,brillaran cap enfora
40013043007,ηλιος,2031,Sust/N-Sn-Ms,sol
40013044008,θησαυρω,2110,Sust/LID-Sn-Ms,(en/amb/per a/a) tresor
40013044009,κεκρυμμενω,2599,Verbo/Per-Pas-Par-LID-Sn-Ms,(en/amb/per/a) ha estat amagat
40013044022,υπαγει,4507,Verbo/Pre-Act-Ind-3-Sn,va/està anant
40013044027,πωλει,3870,Verbo/Pre-Act-Ind-3-Sn,ven
40013044029,αγοραζει,50,Verbo/Pre-Act-Ind-3-Sn,està comprant
40013044031,αγρον,57,Sust/Ac-Sn-Ms,camp
40013044032,εκεινον,1403,Pro-Dem/Ac-Sn-Ms,aquell
40013045009,εμπορω,1535,Sust/LID-Sn-Ms,(en/amb/per a/a) comerciant viatger
40013045010,ζητουντι,2002,Verbo/Pre-Act-Par-LID-Sn-Ms,(en/amb/per/a) buscant
40013045011,καλους,2266,Adj/Ac-Pl-Ms,bones/excel·lents
40013046004,πολυτιμον,3622,Adj/Ac-Sn-Ms,molt valuosa
40013046005,μαργαριτην,2762,Sust/Ac-Sn-Ms,perla
40013046006,απελθων,517,Verbo/A2-Act-Par-N-Sn-Ms,havent vingut des de
40013046007,πεπρακεν,3537,Verbo/Per-Act-Ind-3-Sn,ha venut
40013046012,ηγορασεν,50,Verbo/A-Act-Ind-3-Sn,va comprar
40013047008,σαγηνη,3916,Sust/LID-Sn-Fn,(a/amb/per a/a) xarxa
40013047009,βληθειση,815,Verbo/A-Pas-Par-LID-Sn-Fn,(en/amb/per/a) havent estat llençada
40013047015,παντος,3405,Adj/GA-Sn-Nt,(de) tota
40013047016,γενους,951,Sust/GA-Sn-Nt,(de) classe/tipus
40013047017,συναγαγουση,4200,Verbo/A2-Act-Par-LID-Sn-Fn,(en/amb/per/a) havent recollit
40013048004,αναβιβασαντες,272,Verbo/A-Act-Par-N-Pl-Ms,havent tirat cap amunt
40013048009,καθισαντες,2226,Verbo/A-Act-Par-N-Pl-Ms,havent assegut
40013048010,συνελεξαν,4153,Verbo/A-Act-Ind-3-Pl,van recol·lectar
40013048012,καλα,2266,Adj/Ac-Pl-Nt,bons/excel·lents
40013048014,αγγεια,20,Sust/Ac-Pl-Nt,receptacles/atuell
40013048017,σαπρα,N472,Adj/Ac-Pl-Nt,podrits
40013048019,εβαλον,815,Verbo/A2-Act-Ind-3-Pl,van fer fora/van llençar
40013049008,εξελευσονται,1650,Verbo/F-MedDep-Ind-3-Pl,sortiran
40013049012,αφοριουσιν,790,Verbo/F-Act-Ind-3-Pl-Actico,delimitaran/separaran
40013049016,μεσου,2824,Adj/GA-Sn-Nt,(de) al mig
40013049018,δικαιων,1192,Adj/GA-Pl-Ms,(de) just/rectes
40013051005,συνηκατε,4256,Verbo/A-Act-Ind-2-Pl,van comprendre
40013051007,παντα,3405,Adj/Ac-Pl-Nt,totes?
40013052009,μαθητευθεις,2735,Verbo/A-Pas-Par-N-Sn-Ms,havent estat deixeble/fet deixeble/aprenent
40013052015,ομοιος,3122,Adj/N-Sn-Ms,semblant/igual/equivalent
40013052018,οικοδεσποτη,3074,Sust/LID-Sn-Ms,(en/amb/per a/a) amo/patró de casa
40013052025,καινα,2237,Adj/Ac-Pl-Nt,nous
40013052027,παλαια,3273,Adj/Ac-Pl-Nt,vells
40013053004,ετελεσεν,4371,Verbo/A-Act-Ind-3-Sn,va completar
40013053008,παραβολας,3302,Sust/Ac-Pl-Fn,paràboles/proverbis/històries paral·leles
40013053009,ταυτας,3231,Pro-Dem/Ac-Pl-Fn,aquestes
40013053010,μετηρεν,2836,Verbo/A-Act-Ind-3-Sn,es va traslladar
40013054005,πατριδα,3414,Sust/Ac-Sn-Fn,(pàtria)/terra del seu pare
40013054011,συναγωγη,4201,Sust/LID-Sn-Fn,(en/amb/per a/a) sinagoga
40013054014,εκπληττεσθαι,1446,Verbo/Pre-Pas-Inf,ser/estar sent sorpresos
40013054022,αυτη,3231,Pro-Dem/N-Sn-Fn,aquesta
40013054025,δυναμεις,1259,Sust/N-Pl-Fn,miracles/obres poderoses?
40013055006,τεκτονος,4361,Sust/GA-Sn-Ms,(de) fuster
40013055012,λεγεται,2663,Verbo/Pre-Pas-Ind-3-Sn,és/està sent anomenada
40013055020,ιωσης,N274,Sust/N-Sn-Ms,Josep
40013055024,ιουδας,N248,Sust/N-Sn-Ms,Judes?
40013056003,αδελφαι,66,Sust/N-Pl-Fn,germanes
40013056014,παντα,3405,Adj/N-Pl-Nt,totes?
40013057002,εσκανδαλιζοντο,3976,Verbo/I-Pas-Ind-3-Pl,estaven ensopegant/sent ensopegats
40013057012,προφητης,3817,Sust/N-Sn-Ms,profeta/portaveu/intèrpret
40013057013,ατιμος,738,Adj/N-Sn-Ms,sense honra
40013057018,πατριδι,3414,Sust/LID-Sn-Fn,(en/amb/per/a) (pàtria)/terra del seu pare
40013058009,απιστιαν,520,Sust/Ac-Sn-Fn,incredulitat/falta de fe/(confiança)
40014001005,ηκουσεν,163,Verbo/A-Act-Ind-3-Sn,va sentir
40014001008,τετραρχης,4385,Sust/N-Sn-Ms,tetrarca
40014001010,ακοην,161,Sust/Ac-Sn-Fn,oïda/(notícia)
40014002004,παισιν,3270,Sust/LID-Pl-Ms,(en/amb/per a/a) servents/esclaus
40014002010,βαπτιστης,819,Sust/N-Sn-Ms,Batejat/submergidor
40014002012,ηγερθη,1298,Verbo/A-Pas-Ind-3-Sn,va ser aixecat/(ressuscitat)
40014002015,νεκρων,2970,Adj/GA-Pl-Ms,(de) morts
40014002021,ενεργουσιν,1577,Verbo/Pre-Act-Ind-3-Pl,obren/estan obrant
40014003004,κρατησας,2578,Verbo/A-Act-Par-N-Sn-Ms,havent agafat
40014003007,εδησεν,1062,Verbo/A-Act-Ind-3-Sn,va lligar
40014003010,εθετο,4403,Verbo/A2-Med-Ind-3-Sn,va posar
40014003012,φυλακη,4704,Sust/LID-Sn-Fn,(en/amb/per a/a) presó/guàrdia
40014003014,ηρωδιαδα,N206,Sust/Ac-Sn-Fn,Herodies
40014003017,φιλιππου,N554,Sust/GA-Sn-Ms,(de) Filip
40014005007,οχλον,3246,Sust/Ac-Sn-Ms,multitud/gentada
40014005012,ειχον,1989,Verbo/I-Act-Ind-3-Pl,tenien/estaven tenint
40014006001,γενεσιων,944,Sust/GA-Pl-Nt,(d’) aniversaris
